StartDate,Code,MidasTripActionID,Nutrients > Ammonium_NH4,Nutrients > Nitrate_Nitrite,Nutrients > Nitrate_NO3,Nutrients > Nitrite_NO2,Nutrients > Phosphate_PO4,Nutrients > Silicate_SiO4,Pigments > 19But_Fucoxanthin,Pigments > 19Hex_Fucoxanthin,Pigments > Alloxanthin,Pigments > Antheraxanthin,Pigments > Anthoxanthin,Pigments > Beta_Carotene,Pigments > Chlorophyll_a,Pigments > Chlorophyll_b,Pigments > Chlorophyll_c2,Pigments > Chlorophyll_c2c1,Pigments > Chlorophyll_c3,Pigments > Chlorophyllide_a,Pigments > Diadinoxanthin,Pigments > Diatoxanthin,Pigments > Echinenone,Pigments > Fucoxanthin,Pigments > Lutein,Pigments > Neoxanthin,Pigments > Peridinin,Pigments > Pheophorbide_a,Pigments > Pheophytin_a,Pigments > Pheophytin_b,Pigments > Prasinoxanthin,Pigments > Violaxanthin,Pigments > Zeaxanthin,SPM > SPM,TotalObservations
19-Apr-04,ZG02,7706,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,330,7712,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,780,7718,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,710,7723,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,B07,7728,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,700,7732,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,230,7741,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,130,7737,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,130,7850,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,230,7855,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,120,7859,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,215,7866,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,ZG02,7872,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,330,7877,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,780,7882,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,710,7886,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,B07,7893,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
17-May-04,700,7897,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,120,8003,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,215,8010,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,ZG02,8013,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,130,8019,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,230,8030,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,330,8039,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,780,8046,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
14-Jun-04,700,8050,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,130,8180,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,230,8184,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,700,8188,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,B07,8193,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,710,8197,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,780,8201,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,330,8205,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,ZG02,8210,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,215,8214,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Jul-04,120,8219,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8223,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8226,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8229,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8231,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8233,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8236,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8239,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8241,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Jul-04,120,8243,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
20-Jul-04,120,8245,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
20-Jul-04,120,8247,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
20-Jul-04,120,8249,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
20-Jul-04,120,8251,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
20-Jul-04,120,8253,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
16-Aug-04,130,8288,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Aug-04,230,8292,1,,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
16-Aug-04,700,8296,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Aug-04,B07,8301,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Aug-04,710,8305,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Aug-04,780,8309,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Aug-04,330,8313,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Aug-04,ZG02,8318,,,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,16
16-Aug-04,215,8322,,,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,16
16-Aug-04,120,8327,1,,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
18-Oct-04,120,8356,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Oct-04,215,8363,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Oct-04,230,8368,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Oct-04,130,8375,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Oct-04,700,8379,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
19-Oct-04,B07,8384,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Oct-04,710,8388,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Oct-04,780,8392,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
19-Oct-04,330,8399,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
19-Oct-04,ZG02,8408,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Nov-04,700,10195,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Nov-04,330,10199,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Nov-04,215,10204,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Nov-04,120,10209,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,130,9293,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,230,9297,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,700,9302,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,B07,9307,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,710,9311,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,780,9315,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,330,9319,,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
8-Dec-04,ZG02,9324,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,215,9328,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
8-Dec-04,120,9333,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
25-Jan-05,130,9441,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
25-Jan-05,230,9448,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
25-Jan-05,700,9452,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
25-Jan-05,B07,9457,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
25-Jan-05,710,9461,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
25-Jan-05,780,9465,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
25-Jan-05,330,9470,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
25-Jan-05,ZG02,9475,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
25-Jan-05,215,9480,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
25-Jan-05,120,9486,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
21-Feb-05,130,9494,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
21-Feb-05,230,9499,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,700,9503,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,B07,9507,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,710,9511,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,780,9515,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,330,9519,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,ZG02,9524,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,215,9528,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,120,9532,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,120,9539,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
21-Feb-05,120,9537,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,120,9541,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,120,9545,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Feb-05,120,9551,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,2,18
21-Feb-05,120,9555,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9563,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9567,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9571,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9575,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9579,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
22-Feb-05,120,9583,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9588,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
22-Feb-05,120,9592,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
29-Mar-05,130,9770,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,230,9774,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,700,9778,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,B07,9783,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,710,9787,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,780,9792,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,330,9797,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,ZG02,9800,,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
29-Mar-05,215,9805,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
29-Mar-05,120,9809,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
28-Apr-05,130,10214,1,1,,1,1,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
28-Apr-05,230,10218,1,1,,1,,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
28-Apr-05,700,10222,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
28-Apr-05,B07,10226,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
28-Apr-05,710,10230,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
28-Apr-05,780,10234,,1,,1,1,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,16
28-Apr-05,330,10238,1,1,,1,1,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
28-Apr-05,ZG02,10242,1,1,,1,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,16
28-Apr-05,215,10246,1,1,,1,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,16
28-Apr-05,120,10250,1,1,,1,1,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
24-May-05,130,9891,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-May-05,230,9895,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-May-05,120,9899,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-May-05,215,9903,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-May-05,ZG02,9907,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-May-05,330,9911,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-May-05,780,9915,1,1,,1,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,16
24-May-05,710,9919,1,1,,1,1,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
24-May-05,B07,9923,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
24-May-05,700,9927,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,130,10086,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,230,10091,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,120,10096,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,215,10099,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,ZG02,10104,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,330,10109,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,780,10113,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,710,10117,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,B07,10121,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
21-Jun-05,700,10125,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,130,10153,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,230,10159,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,700,10163,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,B07,10168,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
26-Jul-05,710,10171,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,780,10175,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,330,10179,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,ZG02,10183,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,215,10187,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-Jul-05,120,10191,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,130,10294,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,230,10298,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,120,10302,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,215,10306,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,ZG02,10312,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,330,10316,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,780,10320,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,710,10324,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,B07,10328,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
18-Aug-05,700,10332,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,130,10418,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,230,10422,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,700,10426,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,B07,10431,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,710,10434,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,780,10438,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10444,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
15-Sep-05,330,10448,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
15-Sep-05,330,10451,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10455,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10459,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10462,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10465,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10468,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10471,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
15-Sep-05,330,10474,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
15-Sep-05,330,10476,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
15-Sep-05,330,10479,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Sep-05,330,10482,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Sep-05,330,10485,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
16-Sep-05,330,10488,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
17-Oct-05,120,10795,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,215,10799,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,ZG02,10806,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,330,10811,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,780,10814,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,710,10818,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,B07,10822,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,17
17-Oct-05,700,10826,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
17-Oct-05,230,10830,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
17-Oct-05,130,10834,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
